Nombre,Categoría,Calificación,Precio promedio (USD),Número de reseñas,Latitud,Longitud,geometry,departamento
Restaurante 547,Peruana,3.4,17,121,5.05,-74.86,POINT (-74.86 5.05),TOLIMA
Restaurante 548,Colombiana,4.6,19,274,4.26,-76.32,POINT (-76.32 4.26),VALLE DEL CAUCA
Restaurante 549,China,4.5,42,434,6.21,-75.42,POINT (-75.42 6.21),ANTIOQUIA
Restaurante 550,China,4.6,40,180,5.47,-76.27,POINT (-76.27 5.47),CHOCO
Restaurante 551,China,2.1,21,409,4.06,-75.06,POINT (-75.06 4.06),TOLIMA
Restaurante 552,Francesa,1.1,18,77,5.24,-75.83,POINT (-75.83 5.24),RISARALDA
Restaurante 553,Mexicana,2.0,46,348,6.01,-75.81,POINT (-75.81 6.01),ANTIOQUIA
Restaurante 554,Italiana,2.1,18,146,5.49,-76.32,POINT (-76.32 5.49),CHOCO
Restaurante 555,Desconocida,4.6,27,95,4.13,-75.76,POINT (-75.76 4.13),QUINDIO
Restaurante 556,Mexicana,3.6,39,50,5.35,-75.28,POINT (-75.28 5.35),CALDAS
Restaurante 557,Japonesa,1.3,41,215,5.26,-75.1,POINT (-75.1 5.26),CALDAS
Restaurante 558,Peruana,1.5,49,294,5.86,-76.34,POINT (-76.34 5.86),CHOCO
Restaurante 559,Japonesa,1.6,32,268,3.93,-74.94,POINT (-74.94 3.93),TOLIMA
Restaurante 560,Francesa,3.5,20,151,5.5,-75.33,POINT (-75.33 5.5),CALDAS
Restaurante 561,Mexicana,3.9,29,340,3.48,-75.21,POINT (-75.21 3.48),TOLIMA
Restaurante 562,Japonesa,4.4,28,253,5.49,-74.5,POINT (-74.5 5.49),CUNDINAMARCA
Restaurante 563,Peruana,4.8,45,251,6.28,-75.68,POINT (-75.68 6.28),ANTIOQUIA
Restaurante 564,Francesa,1.8,35,103,3.92,-76.08,POINT (-76.08 3.92),VALLE DEL CAUCA
Restaurante 565,Colombiana,2.2,19,329,4.33,-75.18,POINT (-75.18 4.33),TOLIMA
Restaurante 566,Colombiana,2.0,33,461,5.15,-74.23,POINT (-74.23 5.15),CUNDINAMARCA
Restaurante 567,Francesa,2.4,22,327,5.6,-75.26,POINT (-75.26 5.6),ANTIOQUIA
Restaurante 568,Mexicana,4.7,43,65,4.43,-74.5,POINT (-74.5 4.43),CUNDINAMARCA
Restaurante 569,Colombiana,3.3,38,62,5.39,-74.68,POINT (-74.68 5.39),CUNDINAMARCA
Restaurante 570,Mexicana,4.0,45,405,6.1,-75.26,POINT (-75.26 6.1),ANTIOQUIA
Restaurante 571,Japonesa,3.0,16,405,5.58,-74.95,POINT (-74.95 5.58),CALDAS
Restaurante 572,Colombiana,1.1,39,367,5.53,-75.52,POINT (-75.52 5.53),CALDAS
Restaurante 573,Peruana,1.3,26,476,4.55,-75.23,POINT (-75.23 4.55),TOLIMA
Restaurante 574,Peruana,3.2,22,136,6.13,-75.28,POINT (-75.28 6.13),ANTIOQUIA
Restaurante 575,Japonesa,3.9,33,127,4.23,-74.8,POINT (-74.8 4.23),TOLIMA
Restaurante 576,Peruana,1.9,40,465,4.02,-75.52,POINT (-75.52 4.02),TOLIMA
Restaurante 577,Mexicana,3.9,36,116,4.49,-76.26,POINT (-76.26 4.49),VALLE DEL CAUCA
Restaurante 578,Mexicana,4.2,30,396,5.35,-74.61,POINT (-74.61 5.35),CUNDINAMARCA
Restaurante 579,Peruana,2.6,10,260,5.99,-74.86,POINT (-74.86 5.99),ANTIOQUIA
Restaurante 580,China,4.0,24,263,3.8,-74.22,POINT (-74.22 3.8),META
Restaurante 581,Francesa,2.6,12,234,5.84,-75.47,POINT (-75.47 5.84),ANTIOQUIA
Restaurante 582,Italiana,3.7,15,498,5.84,-76.31,POINT (-76.31 5.84),CHOCO
Restaurante 583,Francesa,4.1,23,482,5.16,-76.21,POINT (-76.21 5.16),CHOCO
Restaurante 584,Peruana,5.0,47,82,5.68,-74.64,POINT (-74.64 5.68),CALDAS
Restaurante 585,Mexicana,2.4,42,164,3.95,-76.34,POINT (-76.34 3.95),VALLE DEL CAUCA
Restaurante 586,Mexicana,2.6,47,324,3.91,-74.32,POINT (-74.32 3.91),BOGOTA D.C.
Restaurante 587,Francesa,1.7,17,469,5.99,-75.82,POINT (-75.82 5.99),ANTIOQUIA
Restaurante 588,Mexicana,1.8,35,247,4.89,-74.34,POINT (-74.34 4.89),CUNDINAMARCA
Restaurante 589,Japonesa,3.8,24,429,4.14,-74.64,POINT (-74.64 4.14),TOLIMA
Restaurante 590,Colombiana,4.7,23,192,5.47,-74.41,POINT (-74.41 5.47),CUNDINAMARCA
Restaurante 591,Mexicana,2.6,29,277,6.08,-75.99,POINT (-75.99 6.08),ANTIOQUIA
Restaurante 592,Peruana,1.7,28,169,5.3,-75.07,POINT (-75.07 5.3),CALDAS
Restaurante 593,Peruana,2.1,42,402,4.44,-76.28,POINT (-76.28 4.44),VALLE DEL CAUCA
Restaurante 594,Francesa,2.8,45,73,4.85,-76.01,POINT (-76.01 4.85),VALLE DEL CAUCA
Restaurante 595,Francesa,2.2,33,76,5.66,-75.76,POINT (-75.76 5.66),ANTIOQUIA
Restaurante 596,Francesa,1.9,19,482,3.6,-74.72,POINT (-74.72 3.6),HUILA
Restaurante 597,Peruana,3.9,43,124,4.05,-76.44,POINT (-76.44 4.05),VALLE DEL CAUCA
Restaurante 598,China,1.0,45,290,4.79,-74.33,POINT (-74.33 4.79),CUNDINAMARCA
Restaurante 599,Peruana,3.2,45,72,5.21,-76.33,POINT (-76.33 5.21),CHOCO
Restaurante 600,Japonesa,4.2,25,210,4.42,-75.6,POINT (-75.6 4.42),QUINDIO
Restaurante 601,Peruana,2.1,24,90,4.3,-76.31,POINT (-76.31 4.3),VALLE DEL CAUCA
Restaurante 602,Japonesa,3.4,27,287,3.52,-74.65,POINT (-74.65 3.52),HUILA
Restaurante 603,Peruana,3.7,16,288,3.5,-76.16,POINT (-76.16 3.5),VALLE DEL CAUCA
Restaurante 604,Peruana,3.6,31,105,4.24,-74.38,POINT (-74.38 4.24),CUNDINAMARCA
Restaurante 605,China,2.8,41,462,4.99,-75.23,POINT (-75.23 4.99),TOLIMA
Restaurante 606,Japonesa,2.4,28,464,5.07,-74.22,POINT (-74.22 5.07),CUNDINAMARCA
Restaurante 607,China,4.3,49,498,4.88,-75.8,POINT (-75.8 4.88),RISARALDA
Restaurante 608,Japonesa,4.0,10,147,4.63,-75.41,POINT (-75.41 4.63),TOLIMA
Restaurante 609,China,2.3,44,195,4.16,-74.83,POINT (-74.83 4.16),TOLIMA
Restaurante 610,China,1.4,14,311,4.6,-74.5,POINT (-74.5 4.6),CUNDINAMARCA
Restaurante 611,Japonesa,1.3,21,485,3.82,-75.49,POINT (-75.49 3.82),TOLIMA
Restaurante 612,China,1.4,21,89,3.75,-74.36,POINT (-74.36 3.75),META
Restaurante 613,Peruana,3.3,30,242,4.3,-76.22,POINT (-76.22 4.3),VALLE DEL CAUCA
Restaurante 614,Japonesa,1.2,28,288,6.39,-74.8,POINT (-74.8 6.39),ANTIOQUIA
Restaurante 615,China,2.3,18,91,4.38,-75.66,POINT (-75.66 4.38),QUINDIO
Restaurante 616,Peruana,4.0,45,271,6.21,-76.26,POINT (-76.26 6.21),ANTIOQUIA
Restaurante 617,Peruana,2.2,41,245,4.58,-75.57,POINT (-75.57 4.58),QUINDIO
Restaurante 618,Francesa,4.1,44,337,4.72,-74.39,POINT (-74.39 4.72),CUNDINAMARCA
Restaurante 619,Italiana,4.0,40,59,5.79,-74.15,POINT (-74.15 5.79),BOYACA
Restaurante 620,Japonesa,2.0,41,284,3.68,-75.56,POINT (-75.56 3.68),TOLIMA
Restaurante 621,China,3.9,46,374,3.95,-74.37,POINT (-74.37 3.95),CUNDINAMARCA
Restaurante 622,Francesa,4.0,41,314,6.32,-75.28,POINT (-75.28 6.32),ANTIOQUIA
Restaurante 623,Italiana,2.6,46,118,4.92,-74.78,POINT (-74.78 4.92),TOLIMA
Restaurante 624,China,1.8,48,494,3.53,-76.39,POINT (-76.39 3.53),VALLE DEL CAUCA
Restaurante 625,Italiana,3.1,47,188,3.54,-75.16,POINT (-75.16 3.54),TOLIMA
Restaurante 626,Japonesa,4.7,39,404,6.12,-76.33,POINT (-76.33 6.12),CHOCO
Restaurante 627,Peruana,3.6,41,268,6.02,-75.86,POINT (-75.86 6.02),ANTIOQUIA
Restaurante 628,Peruana,1.7,11,245,4.78,-75.14,POINT (-75.14 4.78),TOLIMA
Restaurante 629,Italiana,3.7,20,123,3.89,-74.56,POINT (-74.56 3.89),TOLIMA
Restaurante 630,Peruana,2.7,29,152,5.89,-75.15,POINT (-75.15 5.89),ANTIOQUIA
Restaurante 631,Colombiana,3.4,46,274,4.37,-74.25,POINT (-74.25 4.37),CUNDINAMARCA
Restaurante 632,Mexicana,3.9,18,172,4.66,-74.56,POINT (-74.56 4.66),CUNDINAMARCA
Restaurante 633,Peruana,3.1,47,151,5.45,-76.13,POINT (-76.13 5.45),CHOCO
Restaurante 634,Colombiana,4.3,28,313,4.46,-75.57,POINT (-75.57 4.46),QUINDIO
Restaurante 635,Japonesa,3.9,49,482,5.29,-74.9,POINT (-74.9 5.29),TOLIMA
Restaurante 636,Japonesa,3.5,16,457,6.06,-74.25,POINT (-74.25 6.06),SANTANDER
Restaurante 637,Italiana,1.6,14,210,5.79,-74.13,POINT (-74.13 5.79),BOYACA
Restaurante 638,Peruana,4.3,33,282,4.54,-74.67,POINT (-74.67 4.54),CUNDINAMARCA
Restaurante 639,Peruana,4.7,16,324,4.26,-75.12,POINT (-75.12 4.26),TOLIMA
Restaurante 640,Peruana,1.5,20,307,4.26,-74.68,POINT (-74.68 4.26),CUNDINAMARCA
Restaurante 641,Francesa,3.0,18,360,4.45,-75.84,POINT (-75.84 4.45),QUINDIO
Restaurante 642,China,2.0,500,188,4.88,-75.82,POINT (-75.82 4.88),RISARALDA
Restaurante 643,Mexicana,4.0,12,276,4.65,-74.93,POINT (-74.93 4.65),TOLIMA
Restaurante 644,Peruana,3.9,31,322,3.8,-74.41,POINT (-74.41 3.8),BOGOTA D.C.
Restaurante 645,China,1.6,49,475,3.89,-74.17,POINT (-74.17 3.89),META
Restaurante 646,Francesa,4.5,29,366,4.43,-75.68,POINT (-75.68 4.43),QUINDIO
Restaurante 647,Japonesa,1.7,41,436,5.09,-74.59,POINT (-74.59 5.09),CUNDINAMARCA
Restaurante 648,Mexicana,4.2,16,135,5.18,-74.46,POINT (-74.46 5.18),CUNDINAMARCA
Restaurante 649,Colombiana,2.8,16,340,4.86,-75.0,POINT (-75 4.86),TOLIMA
Restaurante 650,Japonesa,2.3,29,266,5.62,-75.67,POINT (-75.67 5.62),ANTIOQUIA
Restaurante 651,Japonesa,1.6,34,408,5.61,-75.01,POINT (-75.01 5.61),CALDAS
Restaurante 652,Italiana,1.7,44,115,4.68,-75.1,POINT (-75.1 4.68),TOLIMA
Restaurante 653,Francesa,3.6,33,306,3.77,-75.04,POINT (-75.04 3.77),TOLIMA
Restaurante 654,Italiana,3.2,49,184,4.99,-75.01,POINT (-75.01 4.99),TOLIMA
Restaurante 655,Italiana,1.5,22,453,4.54,-74.47,POINT (-74.47 4.54),CUNDINAMARCA
Restaurante 656,China,1.5,48,476,3.81,-76.09,POINT (-76.09 3.81),VALLE DEL CAUCA
Restaurante 657,Japonesa,1.3,13,424,6.35,-75.62,POINT (-75.62 6.35),ANTIOQUIA
Restaurante 658,Francesa,4.0,21,439,4.51,-75.09,POINT (-75.09 4.51),TOLIMA
Restaurante 659,Italiana,3.8,26,104,5.28,-75.82,POINT (-75.82 5.28),RISARALDA
Restaurante 660,Colombiana,1.2,10,405,4.87,-74.15,POINT (-74.15 4.87),CUNDINAMARCA
Restaurante 661,Mexicana,3.2,26,292,3.83,-75.87,POINT (-75.87 3.83),VALLE DEL CAUCA
Restaurante 662,Peruana,1.3,11,301,3.57,-75.37,POINT (-75.37 3.57),TOLIMA
Restaurante 663,Francesa,4.6,15,70,5.28,-74.39,POINT (-74.39 5.28),CUNDINAMARCA
Restaurante 664,China,4.6,20,356,4.14,-76.31,POINT (-76.31 4.14),VALLE DEL CAUCA
Restaurante 665,Francesa,3.8,27,479,4.13,-74.53,POINT (-74.53 4.13),TOLIMA
Restaurante 666,Japonesa,4.7,49,212,6.27,-75.13,POINT (-75.13 6.27),ANTIOQUIA
Restaurante 667,China,4.2,34,405,4.79,-76.42,POINT (-76.42 4.79),CHOCO
Restaurante 668,Mexicana,4.3,48,313,3.49,-74.33,POINT (-74.33 3.49),META
Restaurante 669,Colombiana,3.3,37,117,4.42,-76.41,POINT (-76.41 4.42),VALLE DEL CAUCA
Restaurante 670,Italiana,2.2,25,156,5.15,-75.26,POINT (-75.26 5.15),CALDAS
Restaurante 671,Francesa,1.9,21,449,4.39,-76.38,POINT (-76.38 4.39),VALLE DEL CAUCA
Restaurante 672,China,2.3,38,116,3.48,-76.33,POINT (-76.33 3.48),VALLE DEL CAUCA
Restaurante 673,Mexicana,3.5,32,248,4.73,-74.37,POINT (-74.37 4.73),CUNDINAMARCA
Restaurante 674,Italiana,1.7,30,241,3.72,-74.66,POINT (-74.66 3.72),TOLIMA
Restaurante 675,Peruana,2.0,25,51,5.26,-76.03,POINT (-76.03 5.26),RISARALDA
Restaurante 676,Mexicana,2.9,35,306,5.26,-75.01,POINT (-75.01 5.26),TOLIMA
Restaurante 677,Colombiana,1.9,46,491,3.51,-74.59,POINT (-74.59 3.51),META
Restaurante 678,Italiana,3.4,31,50,4.27,-74.36,POINT (-74.36 4.27),CUNDINAMARCA
Restaurante 679,Italiana,4.7,19,407,4.64,-75.38,POINT (-75.38 4.64),TOLIMA
Restaurante 680,Peruana,4.0,16,164,5.05,-74.35,POINT (-74.35 5.05),CUNDINAMARCA
Restaurante 681,China,3.7,18,440,4.29,-75.28,POINT (-75.28 4.29),TOLIMA
Restaurante 682,China,3.3,34,137,4.26,-74.85,POINT (-74.85 4.26),TOLIMA
Restaurante 683,Italiana,3.0,24,246,6.35,-74.15,POINT (-74.15 6.35),SANTANDER
Restaurante 684,Mexicana,1.7,22,141,3.53,-75.93,POINT (-75.93 3.53),TOLIMA
Restaurante 685,China,4.6,35,323,6.37,-76.1,POINT (-76.1 6.37),ANTIOQUIA
Restaurante 686,Italiana,2.0,30,393,3.54,-75.68,POINT (-75.68 3.54),TOLIMA
Restaurante 687,Mexicana,1.4,32,209,4.27,-76.11,POINT (-76.11 4.27),VALLE DEL CAUCA
Restaurante 688,Mexicana,4.0,37,222,4.88,-75.82,POINT (-75.82 4.88),RISARALDA
Restaurante 689,Francesa,1.7,47,82,3.83,-74.72,POINT (-74.72 3.83),TOLIMA
Restaurante 690,Mexicana,2.5,21,122,3.8,-75.35,POINT (-75.35 3.8),TOLIMA
Restaurante 691,Peruana,1.1,33,482,4.17,-75.6,POINT (-75.6 4.17),TOLIMA
Restaurante 692,Japonesa,1.5,22,466,6.32,-75.62,POINT (-75.62 6.32),ANTIOQUIA
Restaurante 693,Desconocida,1.7,49,245,4.54,-76.03,POINT (-76.03 4.54),VALLE DEL CAUCA
Restaurante 694,Italiana,1.2,-10,333,5.1,-75.43,POINT (-75.43 5.1),CALDAS
Restaurante 695,Peruana,3.6,48,136,5.51,-75.0,POINT (-75 5.51),CALDAS
Restaurante 696,Italiana,4.3,21,358,5.63,-76.17,POINT (-76.17 5.63),CHOCO
Restaurante 697,Italiana,2.5,48,273,5.46,-74.17,POINT (-74.17 5.46),BOYACA
Restaurante 698,Mexicana,4.5,23,93,4.41,-75.44,POINT (-75.44 4.41),TOLIMA
Restaurante 699,Mexicana,1.9,39,385,3.74,-74.22,POINT (-74.22 3.74),META
Restaurante 700,Italiana,2.3,28,488,4.25,-76.18,POINT (-76.18 4.25),VALLE DEL CAUCA
Restaurante 701,Japonesa,1.6,40,187,4.03,-74.66,POINT (-74.66 4.03),TOLIMA
Restaurante 702,China,3.5,34,319,3.81,-75.02,POINT (-75.02 3.81),TOLIMA
Restaurante 703,China,2.7,13,408,3.47,-74.53,POINT (-74.53 3.47),META
Restaurante 704,Colombiana,3.5,22,85,6.21,-75.06,POINT (-75.06 6.21),ANTIOQUIA
Restaurante 705,Francesa,4.0,45,83,6.16,-74.19,POINT (-74.19 6.16),SANTANDER
Restaurante 706,Peruana,3.2,46,137,3.55,-75.0,POINT (-75 3.55),TOLIMA
Restaurante 707,Colombiana,3.5,12,195,3.92,-74.62,POINT (-74.62 3.92),TOLIMA
Restaurante 708,Italiana,4.7,25,65,3.82,-74.39,POINT (-74.39 3.82),BOGOTA D.C.
Restaurante 709,Peruana,2.2,35,282,4.24,-74.78,POINT (-74.78 4.24),TOLIMA
Restaurante 710,Italiana,2.4,49,470,4.01,-75.24,POINT (-75.24 4.01),TOLIMA
Restaurante 711,Italiana,3.9,48,90,6.24,-75.85,POINT (-75.85 6.24),ANTIOQUIA
Restaurante 712,Francesa,3.4,28,304,3.65,-74.45,POINT (-74.45 3.65),META
Restaurante 713,Mexicana,1.7,24,330,4.04,-75.35,POINT (-75.35 4.04),TOLIMA
Restaurante 714,Francesa,2.5,41,175,3.64,-75.01,POINT (-75.01 3.64),TOLIMA
Restaurante 715,Colombiana,2.9,30,57,6.34,-76.31,POINT (-76.31 6.34),ANTIOQUIA
Restaurante 716,Mexicana,2.7,10,417,6.16,-75.31,POINT (-75.31 6.16),ANTIOQUIA
Restaurante 717,Mexicana,1.7,15,399,5.55,-74.82,POINT (-74.82 5.55),CALDAS
Restaurante 718,Colombiana,4.7,36,389,4.68,-75.1,POINT (-75.1 4.68),TOLIMA
Restaurante 719,Mexicana,4.0,32,451,3.97,-75.42,POINT (-75.42 3.97),TOLIMA
Restaurante 720,Peruana,2.9,40,373,4.06,-75.96,POINT (-75.96 4.06),VALLE DEL CAUCA
Restaurante 721,China,3.7,21,225,4.73,-75.76,POINT (-75.76 4.73),RISARALDA
Restaurante 722,Colombiana,4.6,30,277,5.7,-74.82,POINT (-74.82 5.7),CALDAS
Restaurante 723,Colombiana,1.5,11,372,4.19,-75.96,POINT (-75.96 4.19),VALLE DEL CAUCA
Restaurante 724,China,2.0,14,451,4.33,-75.01,POINT (-75.01 4.33),TOLIMA
Restaurante 725,Francesa,3.2,18,416,5.2,-75.08,POINT (-75.08 5.2),TOLIMA
Restaurante 726,Francesa,4.2,29,67,4.11,-74.17,POINT (-74.17 4.11),BOGOTA D.C.
Restaurante 727,Francesa,1.1,27,105,5.15,-76.35,POINT (-76.35 5.15),CHOCO
Restaurante 728,Mexicana,4.9,31,456,4.56,-76.24,POINT (-76.24 4.56),VALLE DEL CAUCA
Restaurante 729,China,2.8,17,84,3.5,-75.29,POINT (-75.29 3.5),TOLIMA
Restaurante 730,Peruana,2.4,43,439,4.61,-75.23,POINT (-75.23 4.61),TOLIMA
Restaurante 731,Colombiana,2.2,18,167,6.16,-76.4,POINT (-76.4 6.16),CHOCO
Restaurante 732,Colombiana,1.7,16,331,4.28,-74.52,POINT (-74.52 4.28),CUNDINAMARCA
Restaurante 733,Colombiana,4.2,39,303,4.37,-75.31,POINT (-75.31 4.37),TOLIMA
Restaurante 734,Mexicana,4.8,27,262,3.6,-75.67,POINT (-75.67 3.6),TOLIMA
Restaurante 735,Mexicana,2.7,36,110,5.25,-75.73,POINT (-75.73 5.25),CALDAS
Restaurante 736,Japonesa,4.8,25,137,5.95,-74.43,POINT (-74.43 5.95),BOYACA
Restaurante 737,Peruana,4.3,30,320,4.46,-76.03,POINT (-76.03 4.46),VALLE DEL CAUCA
Restaurante 738,Francesa,2.9,14,396,4.12,-76.11,POINT (-76.11 4.12),VALLE DEL CAUCA
Restaurante 739,Japonesa,3.7,38,81,6.27,-75.99,POINT (-75.99 6.27),ANTIOQUIA
Restaurante 740,Japonesa,2.7,46,445,5.64,-75.0,POINT (-75 5.64),CALDAS
Restaurante 741,Mexicana,3.2,31,182,5.1,-74.55,POINT (-74.55 5.1),CUNDINAMARCA
Restaurante 742,Francesa,1.2,23,113,4.32,-75.71,POINT (-75.71 4.32),QUINDIO
Restaurante 743,Francesa,3.8,28,248,4.06,-76.08,POINT (-76.08 4.06),VALLE DEL CAUCA
Restaurante 744,Colombiana,1.2,44,305,5.55,-76.0,POINT (-76 5.55),ANTIOQUIA
Restaurante 745,Mexicana,4.3,33,391,4.97,-75.01,POINT (-75.01 4.97),TOLIMA
Restaurante 746,Francesa,4.3,15,204,4.96,-75.91,POINT (-75.91 4.96),RISARALDA
Restaurante 747,Japonesa,1.9,12,280,3.62,-74.39,POINT (-74.39 3.62),META
Restaurante 748,China,2.3,43,350,4.94,-76.25,POINT (-76.25 4.94),CHOCO
Restaurante 749,China,2.9,11,84,5.87,-76.42,POINT (-76.42 5.87),CHOCO
Restaurante 750,Mexicana,3.4,24,75,6.24,-76.29,POINT (-76.29 6.24),ANTIOQUIA
Restaurante 751,Colombiana,2.1,46,72,3.72,-74.47,POINT (-74.47 3.72),HUILA
Restaurante 752,Colombiana,3.4,24,190,5.29,-74.94,POINT (-74.94 5.29),TOLIMA
Restaurante 753,Francesa,2.2,41,436,5.11,-74.2,POINT (-74.2 5.11),CUNDINAMARCA
Restaurante 754,Peruana,1.2,30,334,6.07,-75.69,POINT (-75.69 6.07),ANTIOQUIA
Restaurante 755,Mexicana,1.0,26,499,5.65,-75.99,POINT (-75.99 5.65),ANTIOQUIA
Restaurante 756,Peruana,1.4,43,369,6.3,-75.15,POINT (-75.15 6.3),ANTIOQUIA
Restaurante 757,China,4.2,41,205,6.28,-75.21,POINT (-75.21 6.28),ANTIOQUIA
Restaurante 758,Japonesa,4.8,32,469,4.08,-75.08,POINT (-75.08 4.08),TOLIMA
Restaurante 759,Francesa,2.7,44,162,5.58,-75.67,POINT (-75.67 5.58),ANTIOQUIA
Restaurante 760,Japonesa,3.1,46,439,4.99,-76.49,POINT (-76.49 4.99),CHOCO
Restaurante 761,Peruana,1.6,46,188,4.04,-76.42,POINT (-76.42 4.04),VALLE DEL CAUCA
Restaurante 762,Francesa,3.2,42,471,3.98,-74.91,POINT (-74.91 3.98),TOLIMA
Restaurante 763,Italiana,1.6,34,423,3.64,-75.24,POINT (-75.24 3.64),TOLIMA
Restaurante 764,Japonesa,3.4,46,467,5.79,-74.53,POINT (-74.53 5.79),BOYACA
Restaurante 765,Mexicana,4.7,49,258,4.37,-75.78,POINT (-75.78 4.37),QUINDIO
Restaurante 766,Japonesa,1.8,30,372,5.97,-74.54,POINT (-74.54 5.97),BOYACA
Restaurante 768,Francesa,1.1,49,479,5.42,-76.27,POINT (-76.27 5.42),CHOCO
Restaurante 769,China,2.5,43,135,4.28,-74.15,POINT (-74.15 4.28),BOGOTA D.C.
Restaurante 770,Peruana,1.4,28,334,4.77,-75.27,POINT (-75.27 4.77),TOLIMA
Restaurante 771,Italiana,2.4,36,109,4.64,-74.99,POINT (-74.99 4.64),TOLIMA
Restaurante 772,Japonesa,1.7,18,103,4.11,-74.89,POINT (-74.89 4.11),TOLIMA
Restaurante 773,Peruana,2.5,14,142,5.9,-75.63,POINT (-75.63 5.9),ANTIOQUIA
Restaurante 774,Peruana,2.7,14,374,5.27,-74.71,POINT (-74.71 5.27),CUNDINAMARCA
Restaurante 775,China,2.2,34,422,3.51,-74.41,POINT (-74.41 3.51),META
Restaurante 776,Colombiana,3.6,35,314,5.86,-75.57,POINT (-75.57 5.86),ANTIOQUIA
Restaurante 777,Italiana,4.7,28,431,3.72,-74.92,POINT (-74.92 3.72),TOLIMA
Restaurante 778,Italiana,2.6,39,262,4.61,-74.68,POINT (-74.68 4.61),CUNDINAMARCA
Restaurante 779,Peruana,1.8,45,382,5.11,-76.04,POINT (-76.04 5.11),RISARALDA
Restaurante 780,Francesa,2.1,25,59,3.42,-75.7,POINT (-75.7 3.42),TOLIMA
Restaurante 781,Japonesa,4.4,16,407,5.36,-76.24,POINT (-76.24 5.36),RISARALDA
Restaurante 782,Colombiana,3.3,27,252,5.38,-75.05,POINT (-75.05 5.38),CALDAS
Restaurante 783,Francesa,2.8,30,245,5.36,-74.58,POINT (-74.58 5.36),CUNDINAMARCA
Restaurante 784,Mexicana,1.6,40,107,3.89,-75.03,POINT (-75.03 3.89),TOLIMA
Restaurante 785,China,2.8,10,305,4.17,-76.07,POINT (-76.07 4.17),VALLE DEL CAUCA
Restaurante 786,China,2.1,12,272,4.14,-75.19,POINT (-75.19 4.14),TOLIMA
Restaurante 787,Francesa,4.8,40,418,6.28,-74.5,POINT (-74.5 6.28),SANTANDER
Restaurante 788,Peruana,4.5,34,229,3.6,-75.77,POINT (-75.77 3.6),TOLIMA
Restaurante 789,China,1.3,17,467,4.69,-74.5,POINT (-74.5 4.69),CUNDINAMARCA
Restaurante 790,Japonesa,3.1,10,411,6.01,-74.62,POINT (-74.62 6.01),ANTIOQUIA
Restaurante 791,China,1.9,16,84,5.71,-76.45,POINT (-76.45 5.71),CHOCO
Restaurante 792,Japonesa,2.6,16,408,5.87,-75.93,POINT (-75.93 5.87),ANTIOQUIA
Restaurante 793,Mexicana,4.5,17,152,6.32,-75.2,POINT (-75.2 6.32),ANTIOQUIA
Restaurante 794,Colombiana,3.1,28,210,4.56,-74.78,POINT (-74.78 4.56),CUNDINAMARCA
Restaurante 795,Italiana,2.3,26,249,4.33,-74.39,POINT (-74.39 4.33),CUNDINAMARCA
Restaurante 796,Francesa,1.8,20,209,3.49,-74.96,POINT (-74.96 3.49),TOLIMA
Restaurante 797,Francesa,4.2,20,232,3.85,-75.59,POINT (-75.59 3.85),TOLIMA
Restaurante 798,Japonesa,3.5,47,402,5.09,-76.06,POINT (-76.06 5.09),RISARALDA
Restaurante 799,Mexicana,2.9,11,185,3.87,-74.68,POINT (-74.68 3.87),TOLIMA
Restaurante 800,Mexicana,1.9,13,479,5.61,-76.0,POINT (-76 5.61),ANTIOQUIA
Restaurante 801,Peruana,2.3,37,447,3.51,-74.83,POINT (-74.83 3.51),TOLIMA
Restaurante 802,Italiana,4.8,42,275,4.18,-76.07,POINT (-76.07 4.18),VALLE DEL CAUCA
Restaurante 803,Colombiana,3.1,20,441,5.49,-76.28,POINT (-76.28 5.49),CHOCO
Restaurante 804,Francesa,2.6,12,292,4.17,-75.9,POINT (-75.9 4.17),VALLE DEL CAUCA
Restaurante 805,Japonesa,3.1,49,155,5.59,-75.82,POINT (-75.82 5.59),ANTIOQUIA
Restaurante 806,Mexicana,4.1,14,120,6.39,-74.95,POINT (-74.95 6.39),ANTIOQUIA
Restaurante 807,Francesa,2.4,1000,126,5.79,-76.11,POINT (-76.11 5.79),CHOCO
Restaurante 808,Japonesa,1.7,31,103,4.43,-74.27,POINT (-74.27 4.43),CUNDINAMARCA
Restaurante 809,China,3.3,46,326,6.1,-75.17,POINT (-75.17 6.1),ANTIOQUIA
Restaurante 810,Francesa,3.7,20,160,3.55,-75.32,POINT (-75.32 3.55),TOLIMA
Restaurante 811,Colombiana,3.9,31,273,5.58,-75.46,POINT (-75.46 5.58),CALDAS
Restaurante 812,Japonesa,4.5,22,124,3.47,-75.14,POINT (-75.14 3.47),TOLIMA
Restaurante 813,Colombiana,2.5,12,63,3.92,-76.45,POINT (-76.45 3.92),VALLE DEL CAUCA
Restaurante 814,Francesa,1.3,22,307,6.36,-74.12,POINT (-74.12 6.36),SANTANDER
Restaurante 815,China,4.8,37,238,4.48,-75.16,POINT (-75.16 4.48),TOLIMA
Restaurante 816,Colombiana,2.7,20,413,5.86,-76.42,POINT (-76.42 5.86),CHOCO
Restaurante 817,Mexicana,3.5,20,288,4.53,-75.08,POINT (-75.08 4.53),TOLIMA
Restaurante 818,Japonesa,3.7,30,450,5.92,-75.45,POINT (-75.45 5.92),ANTIOQUIA
